item_id,order_id,product_id,quantity,unit_price,discount_percent
I001821,O00742,P0087,5,14467.47,12.24
I001822,O00742,P0349,5,52529.35,17.3
I001823,O00743,P0253,5,14427.12,12.89
I001824,O00743,P0314,4,11709.81,15.83
I001825,O00744,P0070,4,58428.55,12.35
I001826,O00744,P0297,3,16307.74,18.49
I001827,O00744,P0456,-1,42472.88,7.65
I001828,O00745,P0001,1,24451.59,5.73
I001829,O00745,P0130,2,34681.64,24.43
I001830,O00745,P0298,1,58037.03,7.46
I001831,O00745,P0365,1,14005.17,7.5
I001832,O00746,P0375,1,41107.28,3.99
I001833,O00747,P0142,1,34559.57,19.56
I001834,O00747,P0368,1,49832.25,0.41
I001835,O00748,P0175,2,26935.06,4.41
I001836,O00749,P0445,3,19641.67,12.33
I001837,O00750,P0228,2,51493.82,4.38
I001838,O00750,P0200,3,11442.44,19.98
I001839,O00750,P0485,2,29496.82,28.47
I001840,O00751,P0026,3,382.83,13.91
I001841,O00751,P0032,1,44949.79,15.73
I001842,O00751,P0105,4,6802.91,8.62
I001843,O00751,P0146,3,10788.19,23.07
I001844,O00752,P0403,5,4104.64,13.63
I001845,O00752,P0156,2,27070.72,20.65
I001846,O00752,P0142,4,57817.79,8.09
I001847,O00752,P0246,2,26400.13,4.0
I001848,O00753,P0331,4,23197.98,29.59
I001849,O00753,P0283,5,38584.93,4.34
I001850,O00754,P0370,3,31417.29,20.7
I001851,O00754,P0140,5,48007.79,22.39
I001852,O00754,P0011,1,34115.92,26.54
I001853,O00755,P0461,3,15275.51,7.33
I001854,O00755,P0491,5,51379.84,17.23
I001855,O00756,P0322,4,58651.61,0.1
I001856,O00756,P0491,1,19777.13,20.69
I001857,O00757,P0291,3,287.34,5.8
I001858,O00757,P0056,3,43308.67,12.75
I001859,O00757,P0357,3,35254.3,18.87
I001860,O00757,P0343,5,33999.9,10.71
I001861,O00758,P0242,5,11936.87,7.35
I001862,O00758,P0024,3,21541.46,22.77
I001863,O00758,P0273,3,29690.4,12.92
I001864,O00758,P0288,1,41445.81,3.1
I001865,O00759,P0119,4,52019.78,6.15
I001866,O00759,P0212,5,59758.17,2.18
I001867,O00760,P0368,-2,13399.78,6.44
I001868,O00760,P0190,1,2389.63,0.35
I001869,O00760,P0301,4,7392.59,8.41
I001870,O00760,P0302,4,53607.54,2.8
I001871,O00761,P0314,1,5791.91,7.51
I001872,O00761,P0307,5,44835.78,28.15
I001873,O00762,P0023,4,41402.0,16.23
I001874,O00762,P0337,1,55588.45,14.69
I001875,O00763,P0408,4,53270.6,3.0
I001876,O00763,P0258,5,13913.89,17.27
I001877,O00764,P0219,3,56092.36,22.6
I001878,O00765,P0014,1,58846.15,17.15
I001879,O00765,P0342,3,11714.17,24.67
I001880,O00766,P0378,1,43999.93,5.88
I001881,O00766,P0108,-2,8131.16,13.83
I001882,O00767,P0116,5,8244.0,3.54
I001883,O00767,P0468,2,22125.22,22.7
I001884,O00767,P0390,3,50117.83,12.95
I001885,O00767,P0353,1,50050.46,4.77
I001886,O00768,P0004,2,22597.23,15.99
I001887,O00768,P0351,4,6689.76,22.93
I001888,O00768,P0109,1,9393.63,3.25
I001889,O00768,P0118,2,16115.18,15.61
I001890,O00769,P0454,4,9612.35,29.92
I001891,O00769,P0273,5,13092.14,13.47
I001892,O00769,P0089,5,50234.06,13.35
I001893,O00770,P0134,5,13006.0,22.0
I001894,O00770,P0396,-1,11936.93,8.87
I001895,O00770,P0396,5,27999.13,2.73
I001896,O00771,P0408,2,54069.69,6.89
I001897,O00772,P0287,4,23797.5,19.49
I001898,O00773,P0028,5,10951.6,26.27
I001899,O00773,P0410,2,14580.88,1.52
I001900,O00774,P0124,5,33226.18,10.17
I001901,O00775,P0133,3,20058.14,4.09
I001902,O00776,P0023,4,29532.4,25.14
I001903,O00776,P0072,2,41986.78,2.68
I001904,O00777,P0320,4,4471.83,21.63
I001905,O00777,P0280,1,44316.92,9.66
I001906,O00778,P0349,3,59566.56,10.13
I001907,O00778,P0017,1,46846.84,23.26
I001908,O00779,P0442,1,5201.3,4.95
I001909,O00780,P0043,2,28950.64,24.16
I001910,O00781,P0402,5,38923.35,1.72
I001911,O00781,P0323,5,1745.31,4.49
I001912,O00781,P0181,3,22866.89,3.45
I001913,O00781,P0469,5,38807.3,22.58
I001914,O00782,P0082,1,32837.36,4.44
I001915,O00782,P0343,5,32492.8,8.62
I001916,O00782,P0268,1,9204.52,24.73
I001917,O00783,P0257,5,47340.93,9.42
I001918,O00783,P0241,1,30527.19,14.02
I001919,O00783,P0023,5,3121.42,19.86
I001920,O00784,P0194,3,38272.74,2.66
I001921,O00784,P0371,5,16649.74,4.5
I001922,O00785,P0289,1,14300.95,4.48
I001923,O00785,P0138,5,13825.12,9.65
I001924,O00785,P0339,1,22099.4,24.65
I001925,O00785,P0402,5,22644.47,1.26
I001926,O00786,P0321,4,3371.6,6.24
I001927,O00787,P0309,5,33584.09,18.54
I001928,O00787,P0403,1,46387.52,23.36
I001929,O00787,P0488,5,11249.03,1.94
I001930,O00787,P0138,1,55702.69,25.96
I001931,O00788,P0428,5,7631.01,16.67
I001932,O00788,P0271,1,15844.15,22.0
I001933,O00788,P0493,2,32939.16,14.21
I001934,O00789,P0265,2,22809.66,22.92
I001935,O00789,P0271,1,24102.58,7.27
I001936,O00790,P0073,4,37220.67,8.85
I001937,O00791,P0268,5,38782.13,20.01
I001938,O00791,P0158,4,17995.69,0.62
I001939,O00792,P0388,2,22221.74,21.76
I001940,O00792,P0271,4,12989.68,9.29
I001941,O00792,P0399,3,5113.66,26.2
I001942,O00792,P0421,4,17639.19,29.47
I001943,O00793,P0081,3,56779.27,11.21
I001944,O00793,P0149,1,11358.03,23.66
I001945,O00793,P0370,3,20527.86,20.5
I001946,O00793,P0151,2,57561.26,27.34
I001947,O00794,P0343,1,28295.96,9.23
I001948,O00795,P0442,3,30876.21,28.8
I001949,O00795,P0272,5,54993.21,0.67
I001950,O00795,P0116,1,22228.63,16.68
I001951,O00796,P0426,3,20026.76,29.17
I001952,O00796,P0239,5,49938.85,1.85
I001953,O00797,P0020,3,41272.28,1.73
I001954,O00797,P0437,3,14481.26,27.49
I001955,O00797,P0107,3,11820.87,15.79
I001956,O00798,P0453,1,23804.26,6.66
I001957,O00798,P0073,1,5585.45,21.34
I001958,O00798,P0233,5,28093.71,26.36
I001959,O00799,P0279,-1,36466.1,5.96
I001960,O00800,P0324,2,29656.35,4.04
